iter	Passed	Remaining
1688	7610	1401
1689	7614	1396
1690	7617	1392
1691	7621	1387
1692	7626	1383
1693	7632	1378
1694	7637	1374
1695	7643	1370
1696	7648	1365
1697	7653	1361
1698	7659	1356
1699	7665	1352
1700	7671	1348
1701	7680	1344
1702	7685	1340
1703	7690	1335
1704	7693	1331
1705	7697	1326
1706	7701	1321
1707	7704	1317
1708	7708	1312
1709	7711	1307
1710	7715	1303
1711	7719	1298
1712	7724	1294
1713	7729	1289
1714	7734	1285
1715	7738	1280
1716	7742	1276
1717	7745	1271
1718	7749	1266
1719	7754	1262
1720	7760	1258
1721	7766	1253
1722	7771	1249
1723	7777	1245
1724	7782	1240
1725	7788	1236
1726	7793	1232
1727	7800	1227
1728	7805	1223
1729	7809	1218
1730	7813	1214
1731	7816	1209
1732	7824	1205
1733	7831	1201
1734	7837	1197
1735	7844	1192
1736	7850	1188
1737	7857	1184
1738	7863	1180
1739	7870	1176
1740	7874	1171
1741	7877	1166
1742	7881	1162
1743	7885	1157
1744	7889	1152
1745	7892	1148
1746	7896	1143
1747	7900	1138
1748	7904	1134
1749	7908	1129
1750	7912	1125
1751	7916	1120
1752	7920	1116
1753	7924	1111
1754	7927	1106
1755	7931	1102
1756	7935	1097
1757	7939	1092
1758	7943	1088
1759	7946	1083
1760	7951	1079
1761	7955	1074
1762	7958	1069
1763	7962	1065
1764	7966	1060
1765	7970	1056
1766	7973	1051
1767	7977	1046
1768	7981	1042
1769	7984	1037
1770	7988	1032
1771	7991	1028
1772	7998	1024
1773	8004	1019
1774	8007	1015
1775	8011	1010
1776	8017	1006
1777	8023	1001
1778	8030	997
1779	8036	993
1780	8042	988
1781	8049	984
1782	8055	980
1783	8060	975
1784	8067	971
1785	8071	967
1786	8074	962
1787	8078	957
1788	8084	953
1789	8087	948
1790	8091	944
1791	8097	939
1792	8100	935
1793	8104	930
1794	8108	925
1795	8112	921
1796	8116	916
1797	8119	912
1798	8123	907
1799	8127	903
1800	8131	898
1801	8134	893
1802	8138	889
1803	8143	884
1804	8146	880
1805	8150	875
1806	8154	870
1807	8158	866
1808	8162	861
1809	8165	857
1810	8169	852
1811	8173	847
1812	8177	843
1813	8180	838
1814	8184	834
1815	8188	829
1816	8191	825
1817	8198	820
1818	8203	816
1819	8210	812
1820	8216	807
1821	8222	803
1822	8229	799
1823	8235	794
1824	8242	790
1825	8248	785
1826	8254	781
1827	8261	777
1828	8265	772
1829	8269	768
1830	8273	763
1831	8277	759
1832	8282	754
1833	8286	750
1834	8290	745
1835	8294	740
1836	8299	736
1837	8302	731
1838	8307	727
1839	8311	722
1840	8314	718
1841	8318	713
1842	8324	709
1843	8327	704
1844	8331	699
1845	8334	695
1846	8339	690
1847	8342	686
1848	8346	681
1849	8349	677
1850	8354	672
1851	8357	667
1852	8361	663
1853	8365	658
1854	8369	654
1855	8373	649
1856	8376	645
1857	8380	640
1858	8383	635
1859	8388	631
1860	8392	626
1861	8397	622
1862	8403	617
1863	8407	613
1864	8410	608
1865	8414	604
1866	8418	599
1867	8422	595
1868	8427	590
1869	8431	586
1870	8436	581
1871	8442	577
1872	8448	572
1873	8455	568
1874	8461	564
1875	8472	559
1876	8475	555
1877	8478	550
1878	8483	546
1879	8487	541
1880	8491	537
1881	8494	532
1882	8499	528
1883	8502	523
1884	8506	518
1885	8510	514
1886	8513	509
1887	8518	505
1888	8522	500
1889	8527	496
1890	8530	491
1891	8534	487
1892	8538	482
1893	8541	478
1894	8546	473
1895	8550	468
1896	8553	464
1897	8557	459
1898	8561	455
1899	8565	450
1900	8568	446
1901	8574	441
1902	8577	437
1903	8581	432
1904	8585	428
1905	8589	423
1906	8592	419
1907	8598	414
1908	8603	410
1909	8607	405
1910	8610	401
1911	8617	396
1912	8623	392
1913	8630	387
1914	8636	383
1915	8642	378
1916	8649	374
1917	8655	370
1918	8664	365
1919	8668	361
1920	8672	356
1921	8675	352
1922	8682	347
1923	8687	343
1924	8691	338
1925	8695	334
1926	8699	329
1927	8702	324
1928	8706	320
1929	8710	315
1930	8713	311
1931	8717	306
1932	8720	302
1933	8725	297
1934	8729	293
1935	8733	288
1936	8736	284
1937	8740	279
1938	8744	275
1939	8748	270
1940	8751	266
1941	8755	261
1942	8759	256
1943	8763	252
1944	8766	247
1945	8770	243
1946	8773	238
1947	8778	234
1948	8781	229
1949	8785	225
1950	8789	220
1951	8796	216
1952	8800	211
1953	8804	207
1954	8808	202
1955	8813	198
1956	8817	193
1957	8822	189
1958	8828	184
1959	8834	180
1960	8840	175
1961	8845	171
1962	8851	166
1963	8857	162
1964	8863	157
1965	8872	153
1966	8878	148
1967	8882	144
1968	8886	139
1969	8891	135
1970	8895	130
1971	8898	126
1972	8902	121
1973	8906	117
1974	8909	112
1975	8916	108
1976	8920	103
1977	8923	99
1978	8927	94
1979	8931	90
1980	8935	85
1981	8940	81
1982	8943	76
1983	8946	72
1984	8950	67
1985	8954	63
1986	8958	58
1987	8961	54
1988	8965	49
1989	8969	45
1990	8972	40
1991	8976	36
1992	8980	31
1993	8983	27
1994	8990	22
1995	8995	18
1996	8999	13
1997	9005	9
1998	9011	4
1999	9017	0
